Input_angles1, Input_angles2, Calc_angles1,Calc_angles2, Voltage1,Voltage2,Voltage3,Voltage4,Calc_angles
0,0,0,0,0,0,0,0,                                                                                                                                 29,-30,55.00,55.00,49.00,46.00,7.77,-1.65,

26,13,51.00,52.00,50.00,51.00,1.11,0.00,

27,13,47.00,50.00,48.00,51.00,-1.16,0.00,

28,13,52.00,48.00,50.00,51.00,-0.57,2.78,

29,13,51.00,50.00,50.00,50.00,0.57,0.57,

29,14,54.00,60.00,50.00,50.00,7.00,-3.12,

28,14,50.00,50.00,50.00,50.00,0.00,0.00,

27,14,50.00,50.00,48.00,49.00,1.72,0.58,

26,14,52.00,51.00,50.00,51.00,1.11,1.11,

25,14,51.00,50.00,50.00,50.00,0.57,0.57,

24,14,52.00,51.00,50.00,51.00,1.11,1.11,

23,14,54.00,50.00,48.00,49.00,3.85,2.78,

22,14,50.00,51.00,51.00,50.00,0.00,-1.12,

21,14,51.00,51.00,49.00,50.00,1.68,0.57,

20,14,51.00,50.00,50.00,50.00,0.57,0.57,

19,14,50.00,50.00,49.00,50.00,0.57,0.57,

18,14,54.00,51.00,49.00,48.00,4.36,1.12,

17,14,52.00,51.00,50.00,50.00,1.67,0.56,

16,14,51.00,51.00,50.00,50.00,1.12,0.00,

15,14,53.00,51.00,50.00,51.00,1.65,1.65,

14,14,52.00,49.00,49.00,49.00,1.70,1.70,

13,14,48.00,50.00,52.00,49.00,-1.70,-2.81,

12,14,61.00,50.00,50.00,50.00,5.66,5.66,

11,14,50.00,50.00,49.00,50.00,0.57,0.57,

10,14,54.00,50.00,49.00,50.00,2.75,2.75,

9,14,52.00,50.00,51.00,50.00,0.56,0.56,

8,14,52.00,51.00,50.00,50.00,1.67,0.56,

7,14,51.00,51.00,50.00,50.00,1.12,0.00,

6,14,52.00,51.00,50.00,51.00,1.11,1.11,

5,14,54.00,50.00,51.00,51.00,1.10,2.18,

4,14,41.00,51.00,51.00,50.00,-5.09,-6.16,

3,14,95.00,50.00,49.00,50.00,17.60,17.60,

2,14,51.00,50.00,50.00,50.00,0.57,0.57,

1,14,51.00,50.00,49.00,50.00,1.13,1.13,

0,14,44.00,48.00,47.00,51.00,-3.50,0.00,

-1,14,50.00,50.00,51.00,50.00,-0.57,-0.57,

-2,14,51.00,51.00,50.00,51.00,0.56,0.56,

-3,14,51.00,51.00,50.00,51.00,0.56,0.56,

-4,14,53.00,51.00,49.00,51.00,2.20,2.20,

-5,14,55.00,50.00,50.00,49.00,3.27,2.20,

-6,14,51.00,50.00,49.00,50.00,1.13,1.13,

-7,14,51.00,50.00,50.00,50.00,0.57,0.57,

-8,14,50.00,50.00,49.00,49.00,1.15,0.00,

-9,14,47.00,52.00,50.00,49.00,0.00,-3.37,

-10,14,55.00,52.00,48.00,51.00,4.28,3.24,

-11,14,51.00,51.00,50.00,50.00,1.12,0.00,

-12,14,51.00,51.00,50.00,50.00,1.12,0.00,

-13,14,52.00,51.00,50.00,51.00,1.11,1.11,

-14,14,52.00,50.00,50.00,52.00,0.00,2.20,

-15,14,49.00,51.00,50.00,51.00,-0.57,-0.57,

-16,14,51.00,50.00,49.00,50.00,1.13,1.13,

-17,14,49.00,50.00,49.00,50.00,0.00,0.00,

-18,14,49.00,50.00,49.00,50.00,0.00,0.00,

-19,14,54.00,52.00,50.00,50.00,3.24,1.10,

-20,14,51.00,51.00,50.00,51.00,0.56,0.56,

-21,14,51.00,50.00,50.00,50.00,0.57,0.57,

-22,14,51.00,51.00,50.00,51.00,0.56,0.56,

-23,14,51.00,50.00,51.00,51.00,-0.56,0.56,

-24,14,52.00,51.00,51.00,50.00,1.11,0.00,

-25,14,51.00,51.00,50.00,50.00,1.12,0.00,

-26,14,52.00,50.00,49.00,50.00,1.68,1.68,

-27,14,49.00,50.00,49.00,50.00,0.00,0.00,

-28,14,54.00,49.00,51.00,49.00,1.67,1.67,

-29,14,52.00,52.00,50.00,51.00,1.65,0.56,

-30,14,50.00,51.00,50.00,50.00,0.57,-0.57,

-30,15,56.00,48.00,50.00,51.00,1.65,4.81,

-29,15,51.00,51.00,50.00,51.00,0.56,0.56,

-28,15,53.00,52.00,49.00,49.00,3.81,0.56,

-27,15,51.00,52.00,51.00,50.00,1.11,-1.11,

-26,15,50.00,50.00,50.00,50.00,0.00,0.00,

-25,15,51.00,50.00,50.00,50.00,0.57,0.57,

-24,15,51.00,50.00,49.00,50.00,1.13,1.13,

-23,15,47.00,51.00,51.00,49.00,-1.15,-3.37,

-22,15,51.00,51.00,50.00,51.00,0.56,0.56,

-21,15,51.00,50.00,50.00,50.00,0.57,0.57,

-20,15,51.00,51.00,50.00,51.00,0.56,0.56,

-19,15,48.00,52.00,51.00,50.00,-0.57,-2.78,

-18,15,54.00,51.00,47.00,51.00,3.81,3.81,

-17,15,50.00,50.00,50.00,50.00,0.00,0.00,

-16,15,51.00,50.00,49.00,50.00,1.13,1.13,

-15,15,49.00,50.00,49.00,49.00,0.58,-0.58,

-14,15,53.00,51.00,51.00,51.00,1.10,1.10,

-13,15,54.00,51.00,50.00,51.00,2.18,2.18,

-12,15,51.00,51.00,49.00,50.00,1.68,0.57,

-11,15,52.00,51.00,50.00,50.00,1.67,0.56,

-10,15,52.00,51.00,51.00,51.00,0.56,0.56,

-9,15,44.00,50.00,47.00,50.00,-1.77,-1.77,

-8,15,59.00,50.00,49.00,50.00,5.24,5.24,

-7,15,48.00,50.00,50.00,50.00,-1.15,-1.15,

-6,15,51.00,50.00,49.00,49.00,1.70,0.57,

-5,15,41.00,48.00,51.00,49.00,-6.28,-5.19,

-4,15,41.00,50.00,51.00,49.00,-5.14,-6.22,

-3,15,51.00,51.00,50.00,50.00,1.12,0.00,

-2,15,51.00,51.00,50.00,50.00,1.12,0.00,

-1,15,53.00,51.00,51.00,51.00,1.10,1.10,

0,15,55.00,50.00,49.00,50.00,3.27,3.27,

1,15,49.00,49.00,50.00,51.00,-1.70,0.57,

2,15,51.00,51.00,49.00,50.00,1.68,0.57,

3,15,50.00,50.00,49.00,50.00,0.57,0.57,

4,15,51.00,49.00,49.00,49.00,1.15,1.15,

5,15,48.00,51.00,51.00,51.00,-1.68,-1.68,

6,15,51.00,51.00,50.00,51.00,0.56,0.56,

7,15,52.00,50.00,50.00,50.00,1.12,1.12,

8,15,52.00,52.00,50.00,51.00,1.65,0.56,

9,15,49.00,52.00,47.00,51.00,1.70,0.57,

10,15,52.00,49.00,50.00,50.00,0.57,1.68,

11,15,51.00,50.00,50.00,50.00,0.57,0.57,

12,15,50.00,50.00,49.00,50.00,0.57,0.57,

13,15,50.00,50.00,49.00,50.00,0.57,0.57,

14,15,51.00,52.00,52.00,51.00,0.00,-1.10,

15,15,52.00,51.00,50.00,50.00,1.67,0.56,

16,15,51.00,51.00,50.00,50.00,1.12,0.00,

17,15,51.00,51.00,50.00,51.00,0.56,0.56,

18,15,49.00,51.00,49.00,50.00,0.57,-0.57,

19,15,47.00,51.00,49.00,51.00,-1.15,-1.15,

20,15,50.00,50.00,49.00,50.00,0.57,0.57,

21,15,51.00,50.00,50.00,50.00,0.57,0.57,

22,15,50.00,50.00,50.00,50.00,0.00,0.00,

23,15,50.00,50.00,50.00,49.00,0.57,-0.57,

24,15,51.00,50.00,51.00,51.00,-0.56,0.56,

25,15,51.00,51.00,50.00,50.00,1.12,0.00,

26,15,52.00,51.00,50.00,51.00,1.11,1.11,

27,15,50.00,51.00,51.00,51.00,-0.56,-0.56,

28,15,52.00,51.00,47.00,51.00,2.78,2.78,

29,15,51.00,50.00,50.00,50.00,0.57,0.57,

29,16,54.00,60.00,58.00,58.00,-0.99,-2.91,

28,16,50.00,50.00,49.00,50.00,0.57,0.57,

27,16,48.00,51.00,49.00,50.00,0.00,-1.15,

26,16,47.00,49.00,49.00,51.00,-2.29,0.00,

25,16,50.00,51.00,50.00,50.00,0.57,-0.57,

24,16,55.00,51.00,50.00,50.00,3.24,2.18,

23,16,51.00,51.00,50.00,51.00,0.56,0.56,

22,16,46.00,50.00,46.00,46.00,2.39,-2.39,

21,16,41.00,43.00,41.00,42.00,0.68,-0.68,

20,16,42.00,42.00,42.00,41.00,0.68,-0.68,

19,16,38.00,41.00,42.00,42.00,-3.41,-2.07,

18,16,52.00,49.00,49.00,50.00,1.13,2.25,

17,16,49.00,50.00,49.00,50.00,0.00,0.00,

16,16,51.00,50.00,49.00,50.00,1.13,1.13,

15,16,50.00,50.00,49.00,50.00,0.57,0.57,

14,16,51.00,50.00,49.00,50.00,1.13,1.13,

13,16,53.00,49.00,49.00,50.00,1.68,2.78,

12,16,50.00,50.00,49.00,50.00,0.57,0.57,

11,16,50.00,50.00,49.00,50.00,0.57,0.57,

10,16,49.00,49.00,49.00,49.00,0.00,0.00,

9,16,51.00,49.00,49.00,50.00,0.57,1.70,

8,16,49.00,50.00,50.00,50.00,-0.57,-0.57,

7,16,52.00,50.00,50.00,50.00,1.12,1.12,

6,16,51.00,50.00,50.00,50.00,0.57,0.57,

5,16,51.00,51.00,51.00,50.00,0.56,-0.56,

4,16,51.00,52.00,50.00,52.00,0.56,0.56,

3,16,48.00,49.00,49.00,50.00,-1.16,0.00,

2,16,51.00,50.00,50.00,50.00,0.57,0.57,

1,16,50.00,50.00,49.00,49.00,1.15,0.00,

0,16,51.00,49.00,50.00,50.00,0.00,1.13,

-1,16,48.00,48.00,49.00,51.00,-2.29,1.16,

-2,16,51.00,51.00,50.00,50.00,1.12,0.00,

-3,16,51.00,50.00,49.00,50.00,1.13,1.13,

-4,16,52.00,51.00,50.00,50.00,1.67,0.56,

-5,16,52.00,51.00,50.00,51.00,1.11,1.11,

-6,16,51.00,50.00,50.00,50.00,0.57,0.57,

-7,16,50.00,50.00,49.00,50.00,0.57,0.57,

-8,16,49.00,50.00,50.00,50.00,-0.57,-0.57,

-9,16,50.00,50.00,50.00,49.00,0.57,-0.57,

-10,16,48.00,51.00,51.00,49.00,-0.57,-2.81,

-11,16,51.00,50.00,49.00,50.00,1.13,1.13,

-12,16,51.00,50.00,49.00,50.00,1.13,1.13,

-13,16,51.00,51.00,50.00,54.00,-1.10,2.18,

-14,16,49.00,49.00,50.00,50.00,-1.15,0.00,

-15,16,50.00,50.00,49.00,50.00,0.57,0.57,

-16,16,71.00,50.00,50.00,50.00,9.85,9.85,

-17,16,50.00,49.00,49.00,50.00,0.00,1.15,

-18,16,49.00,49.00,49.00,51.00,-1.15,1.15,

-19,16,51.00,50.00,50.00,50.00,0.57,0.57,

-20,16,50.00,50.00,49.00,50.00,0.57,0.57,

-21,16,51.00,50.00,50.00,50.00,0.57,0.57,

-22,16,50.00,50.00,50.00,50.00,0.00,0.00,

-23,16,51.00,50.00,51.00,50.00,0.00,0.00,

-24,16,50.00,50.00,49.00,50.00,0.57,0.57,

-25,16,50.00,51.00,49.00,50.00,1.13,0.00,

-26,16,51.00,50.00,49.00,50.00,1.13,1.13,

-27,16,53.00,50.00,50.00,50.00,1.67,1.67,

-28,16,51.00,51.00,49.00,50.00,1.68,0.57,

-29,16,50.00,50.00,50.00,50.00,0.00,0.00,

-30,16,51.00,50.00,50.00,50.00,0.57,0.57,

-30,17,56.00,50.00,50.00,50.00,3.24,3.24,

-29,17,49.00,51.00,50.00,51.00,-0.57,-0.57,

-28,17,50.00,50.00,49.00,50.00,0.57,0.57,

-27,17,50.00,50.00,49.00,50.00,0.57,0.57,

-26,17,50.00,50.00,49.00,50.00,0.57,0.57,

-25,17,50.00,51.00,49.00,51.00,0.57,0.57,

-24,17,51.00,50.00,50.00,50.00,0.57,0.57,

-23,17,50.00,50.00,49.00,51.00,0.00,1.13,

-22,17,51.00,51.00,50.00,50.00,1.12,0.00,

-21,17,52.00,50.00,50.00,50.00,1.12,1.12,

-20,17,49.00,50.00,50.00,49.00,0.00,-1.15,

-19,17,50.00,50.00,49.00,50.00,0.57,0.57,

-18,17,51.00,50.00,49.00,50.00,1.13,1.13,

-17,17,50.00,50.00,49.00,50.00,0.57,0.57,

-16,17,52.00,51.00,49.00,51.00,1.67,1.67,

-15,17,51.00,51.00,50.00,50.00,1.12,0.00,

-14,17,51.00,50.00,50.00,50.00,0.57,0.57,

-13,17,51.00,51.00,50.00,51.00,0.56,0.56,

-12,17,46.00,50.00,48.00,50.00,-1.17,-1.17,

-11,17,50.00,50.00,49.00,50.00,0.57,0.57,

-10,17,51.00,50.00,49.00,50.00,1.13,1.13,

-9,17,50.00,50.00,49.00,50.00,0.57,0.57,

-8,17,54.00,51.00,49.00,50.00,3.27,2.20,

-7,17,51.00,50.00,51.00,50.00,0.00,0.00,

-6,17,50.00,50.00,50.00,50.00,0.00,0.00,

-5,17,51.00,51.00,50.00,51.00,0.56,0.56,

-4,17,51.00,51.00,50.00,50.00,1.12,0.00,

-3,17,51.00,49.00,50.00,51.00,-0.57,1.68,

-2,17,50.00,50.00,49.00,50.00,0.57,0.57,

-1,17,51.00,50.00,49.00,50.00,1.13,1.13,

0,17,50.00,50.00,49.00,50.00,0.57,0.57,

1,17,63.00,49.00,50.00,49.00,6.62,6.62,

2,17,50.00,50.00,50.00,50.00,0.00,0.00,

3,17,51.00,50.00,50.00,50.00,0.57,0.57,

4,17,51.00,51.00,50.00,51.00,0.56,0.56,

5,17,49.00,48.00,49.00,51.00,-1.72,1.72,

6,17,51.00,52.00,51.00,50.00,1.11,-1.11,

7,17,50.00,50.00,49.00,50.00,0.57,0.57,

8,17,51.00,50.00,49.00,50.00,1.13,1.13,

9,17,50.00,49.00,49.00,49.00,0.58,0.58,

10,17,50.00,50.00,47.00,50.00,1.72,1.72,

11,17,51.00,51.00,50.00,50.00,1.12,0.00,

12,17,51.00,50.00,50.00,50.00,0.57,0.57,

13,17,51.00,51.00,51.00,51.00,0.00,0.00,

14,17,52.00,48.00,50.00,50.00,0.00,2.25,

15,17,52.00,52.00,47.00,51.00,3.30,2.22,

16,17,51.00,50.00,49.00,50.00,1.13,1.13,

17,17,51.00,50.00,49.00,50.00,1.13,1.13,

18,17,51.00,50.00,50.00,49.00,1.13,0.00,

19,17,45.00,59.00,51.00,49.00,2.20,-8.28,

20,17,51.00,50.00,50.00,50.00,0.57,0.57,

21,17,51.00,51.00,50.00,50.00,1.12,0.00,

22,17,51.00,51.00,50.00,51.00,0.56,0.56,

23,17,55.00,50.00,50.00,48.00,3.81,1.67,

24,17,50.00,50.00,50.00,50.00,0.00,0.00,

25,17,50.00,50.00,49.00,50.00,0.57,0.57,

26,17,32.00,49.00,49.00,50.00,-10.30,-9.27,

27,17,53.00,51.00,50.00,50.00,2.20,1.11,

28,17,55.00,49.00,50.00,51.00,1.65,3.78,

29,17,51.00,50.00,50.00,50.00,0.57,0.57,

29,18,32.00,50.00,50.00,50.00,-10.20,-10.20,

28,18,51.00,51.00,50.00,51.00,0.56,0.56,

27,18,55.00,48.00,51.00,50.00,1.11,3.27,

26,18,50.00,50.00,50.00,50.00,0.00,0.00,

25,18,50.00,50.00,50.00,50.00,0.00,0.00,

24,18,50.00,49.00,49.00,50.00,0.00,1.15,

23,18,47.00,50.00,50.00,50.00,-1.72,-1.72,

22,18,51.00,49.00,51.00,50.00,-0.57,0.57,

21,18,51.00,50.00,50.00,50.00,0.57,0.57,

20,18,51.00,51.00,50.00,50.00,1.12,0.00,

19,18,44.00,51.00,50.00,51.00,-3.40,-3.40,

18,18,53.00,51.00,51.00,50.00,1.65,0.56,

17,18,51.00,50.00,50.00,36.00,8.45,-7.41,

16,18,51.00,50.00,49.00,50.00,1.13,1.13,

15,18,50.00,50.00,49.00,50.00,0.57,0.57,

14,18,43.00,52.00,50.00,48.00,-1.75,-6.16,

13,18,44.00,50.00,49.00,51.00,-3.43,-2.31,

12,18,51.00,50.00,50.00,50.00,0.57,0.57,

11,18,51.00,51.00,50.00,51.00,0.56,0.56,

10,18,53.00,51.00,50.00,50.00,2.20,1.11,

9,18,46.00,50.00,51.00,51.00,-3.37,-2.27,

8,18,50.00,50.00,50.00,50.00,0.00,0.00,

7,18,50.00,50.00,50.00,50.00,0.00,0.00,

6,18,49.00,49.00,49.00,49.00,0.00,0.00,

5,18,52.00,51.00,49.00,51.00,1.67,1.67,

4,18,40.00,52.00,51.00,48.00,-4.04,-8.29,

3,18,51.00,50.00,50.00,50.00,0.57,0.57,

2,18,51.00,51.00,50.00,50.00,1.12,0.00,

1,18,53.00,51.00,50.00,51.00,1.65,1.65,

0,18,50.00,50.00,49.00,51.00,0.00,1.13,

-1,18,51.00,50.00,50.00,50.00,0.57,0.57,

-2,18,50.00,50.00,50.00,50.00,0.00,0.00,

-3,18,51.00,50.00,49.00,50.00,1.13,1.13,

-4,18,50.00,50.00,49.00,50.00,0.57,0.57,

-5,18,54.00,51.00,49.00,51.00,2.73,2.73,

-6,18,51.00,40.00,50.00,50.00,-5.14,6.22,

-7,18,51.00,50.00,50.00,50.00,0.57,0.57,

-8,18,51.00,51.00,50.00,51.00,0.56,0.56,

-9,18,49.00,50.00,50.00,50.00,-0.57,-0.57,

-10,18,51.00,49.00,50.00,49.00,0.57,0.57,

-11,18,51.00,50.00,50.00,50.00,0.57,0.57,

-12,18,49.00,50.00,49.00,50.00,0.00,0.00,

-13,18,54.00,50.00,49.00,50.00,2.75,2.75,

-14,18,45.00,52.00,51.00,51.00,-2.81,-3.89,

-15,18,50.00,51.00,50.00,51.00,0.00,0.00,

-16,18,50.00,50.00,50.00,51.00,-0.57,0.57,

-17,18,51.00,51.00,50.00,51.00,0.56,0.56,

-18,18,52.00,50.00,51.00,50.00,0.56,0.56,

-19,18,42.00,50.00,52.00,51.00,-6.10,-5.04,

-20,18,51.00,51.00,50.00,50.00,1.12,0.00,

-21,18,51.00,51.00,50.00,50.00,1.12,0.00,

-22,18,51.00,50.00,49.00,50.00,1.13,1.13,

-23,18,52.00,51.00,52.00,50.00,0.56,-0.56,

-24,18,52.00,51.00,50.00,51.00,1.11,1.11,

-25,18,51.00,51.00,50.00,51.00,0.56,0.56,

-26,18,51.00,51.00,50.00,51.00,0.56,0.56,

-27,18,54.00,52.00,52.00,52.00,1.08,1.08,

-28,18,43.00,52.00,51.00,52.00,-4.44,-4.44,

-29,18,51.00,51.00,54.00,50.00,-1.10,-2.18,

-30,18,51.00,51.00,50.00,50.00,1.12,0.00,

-30,19,49.00,50.00,49.00,50.00,0.00,0.00,

-29,19,55.00,52.00,52.00,50.00,2.68,0.55,

-28,19,55.00,50.00,50.00,51.00,2.18,3.24,

-27,19,52.00,51.00,50.00,51.00,1.11,1.11,

-26,19,51.00,51.00,50.00,51.00,0.56,0.56,

-25,19,52.00,51.00,51.00,51.00,0.56,0.56,

-24,19,51.00,51.00,49.00,52.00,0.56,1.67,

-23,19,51.00,51.00,51.00,50.00,0.56,-0.56,

-22,19,51.00,51.00,50.00,50.00,1.12,0.00,

-21,19,50.00,50.00,50.00,50.00,0.00,0.00,

-20,19,48.00,51.00,51.00,50.00,-1.13,-2.25,

-19,19,48.00,52.00,49.00,50.00,0.57,-1.70,

-18,19,51.00,51.00,50.00,51.00,0.56,0.56,

-17,19,51.00,51.00,50.00,51.00,0.56,0.56,

-16,19,52.00,51.00,50.00,51.00,1.11,1.11,

-15,19,52.00,49.00,52.00,49.00,0.00,0.00,

-14,19,50.00,51.00,50.00,50.00,0.57,-0.57,

-13,19,51.00,51.00,50.00,50.00,1.12,0.00,

-12,19,49.00,50.00,50.00,50.00,-0.57,-0.57,

-11,19,50.00,50.00,50.00,50.00,0.00,0.00,

-10,19,41.00,49.00,51.00,51.00,-6.71,-4.57,

-9,19,54.00,51.00,50.00,51.00,2.18,2.18,

-8,19,51.00,51.00,50.00,50.00,1.12,0.00,

-7,19,52.00,51.00,50.00,79.00,-11.40,12.90,

-6,19,52.00,52.00,50.00,50.00,2.20,0.00,

-5,19,53.00,49.00,50.00,49.00,1.68,1.68,

-4,19,51.00,51.00,50.00,51.00,0.56,0.56,

-3,19,50.00,50.00,50.00,50.00,0.00,0.00,

-2,19,51.00,50.00,49.00,50.00,1.13,1.13,

-1,19,45.00,52.00,51.00,50.00,-2.27,-4.44,

0,19,50.00,50.00,49.00,50.00,0.57,0.57,

1,19,51.00,51.00,50.00,51.00,0.56,0.56,

2,19,51.00,51.00,50.00,51.00,0.56,0.56,

3,19,49.00,51.00,49.00,51.00,0.00,0.00,

4,19,54.00,51.00,51.00,49.00,2.73,0.56,

5,19,50.00,51.00,50.00,51.00,0.00,0.00,

6,19,51.00,51.00,50.00,50.00,1.12,0.00,

7,19,50.00,51.00,49.00,50.00,1.13,0.00,

8,19,52.00,51.00,49.00,50.00,2.22,1.12,

9,19,46.00,50.00,51.00,49.00,-2.29,-3.40,

10,19,48.00,51.00,50.00,51.00,-1.13,-1.13,

11,19,51.00,51.00,50.00,51.00,0.56,0.56,

12,19,52.00,51.00,50.00,51.00,1.11,1.11,

13,19,48.00,51.00,50.00,49.00,0.00,-2.27,

14,19,51.00,49.00,50.00,50.00,0.00,1.13,

15,19,51.00,51.00,50.00,50.00,1.12,0.00,

16,19,51.00,51.00,50.00,50.00,1.12,0.00,

17,19,51.00,50.00,49.00,50.00,1.13,1.13,

18,19,54.00,49.00,48.00,49.00,3.33,3.33,

19,19,51.00,51.00,51.00,51.00,0.00,0.00,

20,19,51.00,51.00,50.00,50.00,1.12,0.00,

21,19,51.00,51.00,50.00,51.00,0.56,0.56,

22,19,51.00,51.00,50.00,51.00,0.56,0.56,

23,19,53.00,49.00,51.00,50.00,0.56,1.67,

24,19,51.00,51.00,50.00,50.00,1.12,0.00,

25,19,51.00,51.00,50.00,50.00,1.12,0.00,

26,19,49.00,50.00,49.00,50.00,0.00,0.00,

27,19,51.00,51.00,50.00,50.00,1.12,0.00,

28,19,49.00,51.00,52.00,50.00,-1.12,-2.22,

29,19,51.00,51.00,50.00,51.00,0.56,0.56,

29,20,51.00,51.00,50.00,50.00,1.12,0.00,

28,20,52.00,51.00,51.00,51.00,0.56,0.56,

27,20,49.00,52.00,50.00,36.00,8.45,-9.46,

26,20,54.00,52.00,49.00,50.00,3.78,1.65,

25,20,51.00,50.00,50.00,50.00,0.57,0.57,

24,20,51.00,50.00,49.00,50.00,1.13,1.13,

23,20,51.00,50.00,49.00,50.00,1.13,1.13,

22,20,51.00,50.00,49.00,51.00,0.57,1.68,

21,20,51.00,51.00,50.00,50.00,1.12,0.00,

20,20,51.00,51.00,50.00,51.00,0.56,0.56,

19,20,51.00,51.00,50.00,51.00,0.56,0.56,

18,20,50.00,52.00,50.00,51.00,0.56,-0.56,

17,20,54.00,51.00,49.00,51.00,2.73,2.73,

16,20,51.00,51.00,50.00,50.00,1.12,0.00,

15,20,50.00,50.00,50.00,50.00,0.00,0.00,

14,20,51.00,50.00,49.00,50.00,1.13,1.13,

13,20,54.00,49.00,50.00,51.00,1.11,3.27,

12,20,51.00,51.00,50.00,51.00,0.56,0.56,

11,20,51.00,51.00,50.00,51.00,0.56,0.56,

10,20,52.00,51.00,51.00,51.00,0.56,0.56,

9,20,54.00,52.00,48.00,50.00,4.32,2.20,

8,20,46.00,52.00,51.00,50.00,-1.70,-3.89,

7,20,51.00,51.00,50.00,51.00,0.56,0.56,

6,20,50.00,51.00,50.00,50.00,0.57,-0.57,

5,20,51.00,51.00,50.00,50.00,1.12,0.00,

4,20,47.00,50.00,51.00,52.00,-3.33,-1.13,

3,20,51.00,51.00,50.00,51.00,0.56,0.56,

2,20,51.00,51.00,50.00,51.00,0.56,0.56,

1,20,52.00,51.00,51.00,51.00,0.56,0.56,

0,20,57.00,51.00,50.00,51.00,3.71,3.71,

-1,20,50.00,50.00,50.00,50.00,0.00,0.00,

-2,20,52.00,50.00,50.00,50.00,1.12,1.12,

-3,20,50.00,50.00,49.00,50.00,0.57,0.57,

-4,20,51.00,51.00,51.00,36.00,8.37,-8.37,

-5,20,53.00,49.00,49.00,52.00,0.56,3.81,

-6,20,51.00,50.00,50.00,50.00,0.57,0.57,

-7,20,51.00,51.00,50.00,50.00,1.12,0.00,

-8,20,52.00,51.00,50.00,51.00,1.11,1.11,

-9,20,53.00,51.00,50.00,50.00,2.20,1.11,

-10,20,51.00,50.00,50.00,50.00,0.57,0.57,

-11,20,50.00,50.00,50.00,50.00,0.00,0.00,

-12,20,49.00,49.00,49.00,49.00,0.00,0.00,

-13,20,54.00,51.00,48.00,49.00,4.36,2.22,

-14,20,51.00,49.00,47.00,52.00,0.57,3.89,

-15,20,51.00,50.00,50.00,51.00,0.00,1.12,

-16,20,51.00,51.00,50.00,51.00,0.56,0.56,

-17,20,51.00,51.00,50.00,51.00,0.56,0.56,

-18,20,54.00,50.00,48.00,51.00,2.75,3.81,

-19,20,51.00,50.00,49.00,50.00,1.13,1.13,

-20,20,51.00,50.00,49.00,50.00,1.13,1.13,

-21,20,49.00,50.00,49.00,50.00,0.00,0.00,

-22,20,49.00,50.00,50.00,50.00,-0.57,-0.57,

-23,20,53.00,51.00,49.00,51.00,2.20,2.20,

-24,20,51.00,50.00,50.00,50.00,0.57,0.57,

-25,20,51.00,51.00,50.00,51.00,0.56,0.56,

-26,20,55.00,50.00,48.00,50.00,3.81,3.81,

-27,20,42.00,52.00,47.00,52.00,-2.89,-2.89,

-28,20,50.00,50.00,50.00,50.00,0.00,0.00,

-29,20,50.00,50.00,50.00,50.00,0.00,0.00,

-30,20,50.00,50.00,49.00,49.00,1.15,0.00,

-30,21,59.00,45.00,49.00,51.00,2.20,8.28,

-29,21,53.00,52.00,49.00,50.00,3.27,1.11,

-28,21,51.00,51.00,50.00,50.00,1.12,0.00,

-27,21,52.00,51.00,50.00,51.00,1.11,1.11,

-26,21,51.00,50.00,51.00,51.00,-0.56,0.56,

-25,21,48.00,52.00,52.00,49.00,-0.57,-3.85,

-24,21,50.00,50.00,50.00,50.00,0.00,0.00,

-23,21,50.00,50.00,49.00,50.00,0.57,0.57,

-22,21,51.00,50.00,49.00,50.00,1.13,1.13,

-21,21,52.00,51.00,50.00,49.00,2.22,0.00,

-20,21,51.00,51.00,50.00,51.00,0.56,0.56,

-19,21,51.00,50.00,50.00,50.00,0.57,0.57,

-18,21,54.00,51.00,50.00,51.00,2.18,2.18,

-17,21,51.00,49.00,50.00,50.00,0.00,1.13,

-16,21,45.00,51.00,50.00,51.00,-2.83,-2.83,

-15,21,58.00,51.00,50.00,50.00,4.72,3.71,

-14,21,49.00,50.00,49.00,50.00,0.00,0.00,

-13,21,50.00,50.00,49.00,50.00,0.57,0.57,

-12,21,54.00,52.00,51.00,49.00,3.24,0.00,

-11,21,51.00,51.00,50.00,51.00,0.56,0.56,

-10,21,51.00,51.00,50.00,50.00,1.12,0.00,

-9,21,51.00,51.00,50.00,51.00,0.56,0.56,

-8,21,45.00,49.00,52.00,51.00,-4.99,-2.83,

-7,21,52.00,51.00,50.00,50.00,1.67,0.56,

-6,21,51.00,51.00,50.00,50.00,1.12,0.00,

-5,21,49.00,50.00,49.00,50.00,0.00,0.00,

